22	0
31	13
35	26
21	0
29	11
26	7
34	26
27	4
27	4
37	34
27	2
23	0
32	17
22	0
25	3
30	16
30	14
35	26
29	9
30	10
27	5
33	18
34	23
21	1
33	22
30	12
34	22
29	12
38	33
27	2
27	8
37	30
23	0
32	20
40	38
25	3
24	2
38	33
39	36
37	31
40	38
32	20
31	13
25	4
21	0
33	18
34	23
27	7
27	8
30	16
22	2
29	16
39	36
28	6
37	33
33	25
27	6
29	12
36	31
34	26
36	34
29	6
43	41
37	26
37	28
38	32
34	25
27	5
31	12
22	1
13	0
29	9
28	7
27	5
27	11
30	14
33	22
26	4
26	3
30	12
24	1
46	46
35	28
23	0
31	17
32	11
25	6
37	32
28	6
32	19
29	11
41	39
29	12
35	27
17	0
32	21
33	22
29	12
21	0
36	26
32	18
32	21
36	29
29	9
29	12
27	8
19	0
32	19
24	1
32	19
29	9
20	0
34	24
25	2
29	10
37	32
37	30
30	13
24	2
39	34
22	0
29	13
43	43
31	15
21	0
28	10
29	11
25	4
31	13
35	26
35	24
29	10
27	7
21	0
32	19
26	3
34	24
31	21
23	1
28	6
36	33
24	1
21	3
25	1
26	3
28	7
34	25
33	17
22	3
30	10
25	3
28	6
31	13
22	0
30	10
30	13
26	6
34	22
18	0
27	6
24	2
32	18
28	8
31	15
31	18
31	15
24	0
38	35
34	22
25	5
34	24
31	14
30	13
35	24
31	14
27	4
20	0
24	0
28	11
26	5
23	1
37	29
29	6
27	6
28	5
28	5
30	14
23	0
28	8
30	14
34	23
25	5
36	28
36	30
25	3
27	7
33	27
29	10
31	19
26	7
32	23
24	2
29	8
30	7
24	3
32	20
24	2
28	6
29	9
37	30
25	1
40	38
33	19
28	7
31	12
24	2
22	0
26	6
34	25
31	24
33	26
28	11
29	12
26	3
49	49
30	11
23	3
29	14
32	19
40	38
30	12
28	5
24	1
29	10
26	3
41	40
31	21
21	0
28	12
30	13
35	23
41	38
25	3
31	19
25	6
30	13
32	14
25	5
33	27
24	3
32	20
20	0
28	9
24	1
26	2
29	5
30	10
25	2
28	11
30	12
22	1
30	10
17	0
28	7
32	21
29	13
20	0
29	8
35	30
27	7
37	32
26	2
36	28
28	2
37	34
24	3
19	0
31	16
21	1
26	4
25	3
40	37
26	6
34	23
26	9
34	17
31	14
32	21
31	18
35	28
29	11
42	41
35	22
27	8
30	9
29	10
36	29
29	9
25	5
39	33
35	25
33	21
28	7
31	19
37	30
42	41
26	3
21	0
31	16
25	4
37	32
39	34
29	9
33	20
35	28
26	1
30	11
33	18
16	0
32	17
17	0
37	31
23	2
19	1
34	23
28	8
33	23
35	23
38	33
35	31
32	20
23	2
25	4
37	31
29	9
37	33
38	33
28	7
32	18
37	33
36	28
32	21
31	16
38	33
36	31
35	25
31	15
41	40
25	2
34	22
37	28
34	28
27	3
34	29
31	11
35	23
29	8
28	15
26	3
35	28
34	28
37	33
25	3
31	17
33	17
35	29
35	25
35	22
30	15
32	16
25	4
34	19
22	1
21	1
36	31
37	30
27	11
29	10
19	0
25	3
14	0
27	3
19	0
38	33
24	2
35	28
29	6
38	35
27	3
25	1
23	1
29	12
32	14
29	11
30	13
32	15
35	25
30	14
29	11
35	21
25	5
35	26
20	0
26	7
31	10
44	43
26	3
25	7
31	14
30	10
24	4
26	2
27	9
15	0
32	20
20	1
26	2
31	16
34	26
25	4
18	0
35	28
47	46
22	2
34	23
31	17
20	0
33	18
32	14
23	2
28	5
30	12
45	44
27	6
29	7
29	9
34	28
33	28
27	6
31	16
29	9
26	6
35	28
27	4
24	1
28	5
31	16
26	8
34	22
31	20
33	20
29	10
35	29
26	4
23	0
24	3
24	2
36	30
22	1
32	20
32	17
35	27
35	25
37	27
27	7
35	31
27	3
31	17
21	1
38	33
28	9
30	13
29	12
21	0
30	13
42	41
27	6
25	1
20	2
31	19
26	3
32	18
30	13
34	20
22	1
22	0
32	19
19	0
38	31
23	0
32	17
31	15
26	5
40	38
40	40
26	6
24	2
29	13
36	29
34	26
27	3
31	21
29	14
25	4
35	27
37	33
24	3
29	9
33	24
28	8
40	35
33	25
41	40
27	8
29	4
34	23
23	2
23	2
24	2
29	7
25	1
22	0
32	15
29	8
29	12
32	19
33	20
28	4
35	27
30	15
34	25
32	23
29	10
28	9
35	27
32	19
18	0
22	0
23	1
29	13
33	21
26	4
36	29
26	1
23	2
30	9
27	7
29	10
34	21
22	0
30	12
25	3
26	2
31	12
31	16
25	1
31	15
20	0
37	33
28	4
26	5
33	20
25	4
30	11
29	9
23	2
41	41
28	11
32	19
36	29
32	14
30	12
25	4
34	25
25	4
40	34
29	11
26	4
24	5
35	25
33	22
32	20
23	2
23	0
28	6
26	2
29	13
33	25
31	14
33	25
27	6
36	29
32	23
31	14
36	35
22	0
31	13
25	5
18	0
31	13
33	18
36	32
24	3
30	10
35	27
28	10
22	0
26	4
31	11
33	22
32	17
16	0
37	29
32	19
25	4
30	10
31	15
31	12
27	7
35	24
47	46
26	2
27	3
34	27
28	9
34	23
35	29
32	15
41	40
28	10
40	39
31	15
24	1
24	5
32	13
35	27
33	20
31	11
20	0
36	31
27	6
32	22
29	13
26	1
37	31
36	31
32	18
22	0
25	1
27	7
37	29
28	10
29	14
32	20
25	7
35	30
38	38
24	1
28	11
