0       0.13892104653855059
1       12.248205603148877
2       71.24334336652002
3       95.04514934012504
4       98.12456587172957
5       99.28224125955082
6       40.356564019448946
7       63.648992822412595
8       56.58717295670294
9       58.90252373234545
10      58.369993053947674
11      58.71729567029405
12      58.0226904376013
13      58.32368603843482
14      58.25422551516555
15      60.12965964343598
16      56.93447557304932
17      59.319286871961104
18      57.281778189395695
19      58.46260708497337
