0       1.8018018018018018
1       4.504504504504505
2       8.108108108108109
3       11.711711711711711
4       13.513513513513514
5       14.414414414414415
6       6.306306306306307
7       12.612612612612613
8       12.612612612612613
9       25.225225225225227
10      23.423423423423422
11      25.225225225225227
12      28.82882882882883
13      31.53153153153153
14      30.63063063063063
15      39.63963963963964
16      44.14414414414414
17      45.04504504504504
18      48.648648648648646
19      51.351351351351354
