0       0.9009009009009009
1       2.7027027027027026
2       4.504504504504505
3       8.108108108108109
4       13.513513513513514
5       18.01801801801802
6       7.207207207207207
7       8.108108108108109
8       9.90990990990991
9       11.711711711711711
10      9.90990990990991
11      10.81081081081081
12      10.81081081081081
13      13.513513513513514
14      14.414414414414415
15      9.00900900900901
16      9.90990990990991
17      6.306306306306307
18      1.8018018018018018
19      2.7027027027027026
